"formula","C","H","O","N","S","P","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C22H20O7N1P1",22,20,7,1,0,1,"aromatic","aromatic",0.5152,-0.1364,0.91,0.32,5,14,0.2273
"C22H19O9N1",22,19,9,1,0,0,"aromatic","aromatic",0.5152,0.0909,0.86,0.41,4,14,0.1818
"C19H23O11N1",19,23,11,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2,0.1053,1.21,0.58,-3,9,-0.1579
"C23H23O8N1",23,23,8,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4444,-0.1739,1,0.35,4,13,0.1739
"C20H29O6N1P2",20,29,6,1,0,2,"unsaturated/lignin","unsaturated/lignin",0.1429,-0.7,1.45,0.3,-1,8,-0.05
"C16H27O13N1",16,27,13,1,0,0,"aliphatic","aliphatic+N",-0.4118,0.125,1.69,0.81,-10,4,-0.625
"C20H27O10N1",20,27,10,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1429,-0.2,1.35,0.5,-3,8,-0.15
"C24H28O5N1P1",24,28,5,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.3846,-0.625,1.17,0.21,5,12,0.2083
"C17H31O12N1",17,31,12,1,0,0,"aliphatic","aliphatic+N",-0.4,-0.2353,1.82,0.71,-10,3,-0.5882
"C21H31O9N1",21,31,9,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.0968,-0.4762,1.48,0.43,-3,7,-0.1429
"C25H32O4N1P1",25,32,4,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.84,1.28,0.16,5,11,0.2
"C18H35O11N1",18,35,11,1,0,0,"aliphatic","aliphatic+N",-0.3913,-0.5556,1.94,0.61,-10,2,-0.5556
"C22H35O8N1",22,35,8,1,0,0,"aliphatic","aliphatic+N",0.0588,-0.7273,1.59,0.36,-3,6,-0.1364
"C26H35O5N1",26,35,5,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2889,-0.8462,1.35,0.19,4,10,0.1538
"C19H39O10N1",19,39,10,1,0,0,"aliphatic","lipid",-0.3846,-0.8421,2.05,0.53,-10,1,-0.5263
"C13H4O12N2P2",13,4,12,2,0,2,"condensed aromatic","condensed aromatic",1.3333,2,0.31,0.92,-2,14,-0.1538
"C14H8O9N2S1P2",14,8,9,2,1,2,"condensed aromatic","condensed aromatic",0.7778,1.2857,0.57,0.64,-1,13,-0.0714
"C16H10O15",16,10,15,0,0,0,"aromatic","aromatic",0.5294,1.25,0.62,0.94,-3,12,-0.1875
"C20H10O12",20,10,12,0,0,0,"condensed aromatic","condensed aromatic",0.7143,0.7,0.5,0.6,4,16,0.2
"C19H11O9N2P1",19,11,9,2,0,1,"condensed aromatic","condensed aromatic",0.7391,0.6842,0.58,0.47,4,16,0.2105
"C17H14O12S1",17,14,12,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.4,0.7059,0.82,0.71,-2,11,-0.1176
"C20H16O4N2S1P2",20,16,4,2,1,2,"aromatic","aromatic",0.6154,0,0.8,0.2,6,15,0.3
"C17H14O14",17,14,14,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4,0.8235,0.82,0.82,-3,11,-0.1765
"C14H18O14S1",14,18,14,0,1,0,"unsaturated/lignin","unsaturated/lignin",-0.3333,0.8571,1.29,1,-9,6,-0.6429
"C14H19O14P1",14,19,14,0,0,1,"unsaturated/lignin","unsaturated/lignin",-0.3333,0.6429,1.36,1,-9,6,-0.6429
"C21H14O11",21,14,11,0,0,0,"aromatic","aromatic",0.6129,0.381,0.67,0.52,4,15,0.1905
"C32H11O1P1",32,11,1,0,0,1,"condensed aromatic","condensed aromatic",0.8689,-0.2812,0.34,0.03,26,28,0.8125
"C18H18O11S1",18,18,11,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.3043,0.3333,1,0.61,-2,10,-0.1111
"C10H24O11N2S1P2",10,24,11,2,1,2,"condensed aromatic","condensed aromatic",19,0.6,2.4,1.1,-15,1,-1.5
"C29H15O1S1P1",29,15,1,0,1,1,"condensed aromatic","condensed aromatic",0.7736,-0.3793,0.52,0.03,20,23,0.6897
"C21H20O3N2S1P2",21,20,3,2,1,2,"aromatic","aromatic",0.5172,-0.2857,0.95,0.14,6,14,0.2857
"C25H14O8",25,14,8,0,0,0,"condensed aromatic","condensed aromatic",0.7143,0.08,0.56,0.32,11,19,0.44
"C18H18O13",18,18,13,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3043,0.4444,1,0.72,-3,10,-0.1667
"C15H22O13S1",15,22,13,0,1,0,"unsaturated/lignin","unsaturated/lignin",-0.3333,0.4,1.47,0.87,-9,5,-0.6
"C21H18O7N2S1",21,18,7,2,1,0,"aromatic","aromatic",0.5172,0.1905,0.86,0.33,4,14,0.1905
"C15H23O13P1",15,23,13,0,0,1,"aliphatic","aliphatic",-0.3333,0.2,1.53,0.87,-9,5,-0.6
"C18H24O5N2S1P2",18,24,5,2,1,2,"unsaturated/lignin","unsaturated/lignin",0.1429,-0.3333,1.33,0.28,-1,9,-0.0556
"C22H18O10",22,18,10,0,0,0,"aromatic","aromatic",0.5294,0.0909,0.82,0.45,4,14,0.1818
"C12H27O13S1P1",12,27,13,0,1,1,"aliphatic","carbohydrate",-2.4286,0.0833,2.25,1.08,-15,0,-1.25
"C19H22O10S1",19,22,10,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2308,0,1.16,0.53,-2,9,-0.1053
"C23H23O5S1P1",23,23,5,0,1,1,"unsaturated/lignin","unsaturated/lignin",0.4595,-0.4783,1,0.22,6,13,0.2609
"C11H27O12N2S1P1",11,27,12,2,1,1,"aliphatic","carbohydrate",-10,0.4545,2.45,1.09,-16,0,-1.4545
"C14H22O14N2",14,22,14,2,0,0,"aliphatic","aliphatic+N",-0.8,0.8571,1.57,1,-11,5,-0.7857
"C19H22O12",19,22,12,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2308,0.1053,1.16,0.63,-3,9,-0.1579
"C16H26O12S1",16,26,12,0,1,0,"aliphatic","aliphatic",-0.3333,0,1.62,0.75,-9,4,-0.5625
"C22H24O4N2P2",22,24,4,2,0,2,"unsaturated/lignin","unsaturated/lignin",0.4375,-0.4545,1.09,0.18,5,13,0.2273
"C16H27O12P1",16,27,12,0,0,1,"aliphatic","aliphatic",-0.3333,-0.1875,1.69,0.75,-9,4,-0.5625
"C23H22O9",23,22,9,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4595,-0.1739,0.96,0.39,4,13,0.1739
"C26H23O1N2S1P1",26,23,1,2,1,1,"aromatic","aromatic",0.5814,-0.5,0.88,0.04,12,17,0.4615
"C20H26O9S1",20,26,9,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.1724,-0.3,1.3,0.45,-2,8,-0.1
"C15H26O13N2",15,26,13,2,0,0,"aliphatic","aliphatic+N",-0.6923,0.4,1.73,0.87,-11,4,-0.7333
"C20H26O11",20,26,11,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1724,-0.2,1.3,0.55,-3,8,-0.15
"C31H23O1P1",31,23,1,0,0,1,"condensed aromatic","condensed aromatic",0.661,-0.6774,0.74,0.03,19,21,0.6129
"C17H31O11P1",17,31,11,0,0,1,"aliphatic","aliphatic",-0.3333,-0.5294,1.82,0.65,-9,3,-0.5294
"C24H26O8",24,26,8,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4,-0.4167,1.08,0.33,4,12,0.1667
"C25H32O1S1P2",25,32,1,0,1,2,"unsaturated/lignin","unsaturated/lignin",0.3488,-1.12,1.28,0.04,7,11,0.28
"C21H30O10",21,30,10,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.125,-0.4762,1.43,0.48,-3,7,-0.1429
"C24H30O4N2S1",24,30,4,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.3158,-0.5833,1.25,0.17,4,11,0.1667
"C24H32O2N2P2",24,32,2,2,0,2,"unsaturated/lignin","unsaturated/lignin",0.3158,-0.9167,1.33,0.08,5,11,0.2083
"C22H34O9",22,34,9,0,0,0,"aliphatic","aliphatic",0.0857,-0.7273,1.55,0.41,-3,6,-0.1364
"C19H39O9P1",19,39,9,0,0,1,"aliphatic","lipid",-0.3333,-1.1053,2.05,0.47,-9,1,-0.4737
"C22H40O1N2S1P2",22,40,1,2,1,2,"aliphatic","aliphatic+N",-0.0303,-1.3636,1.82,0.05,-1,5,-0.0455
"C23H38O6S1",23,38,6,0,1,0,"aliphatic","aliphatic",0.0526,-1.0435,1.65,0.26,-2,5,-0.087
"C23H40O4P2",23,40,4,0,0,2,"aliphatic","aliphatic",0.0526,-1.3913,1.74,0.17,-1,5,-0.0435
"C23H38O8",23,38,8,0,0,0,"aliphatic","aliphatic",0.0526,-0.9565,1.65,0.35,-3,5,-0.1304
"C20H42O8S1",20,42,8,0,1,0,"aliphatic","lipid",-0.3333,-1.2,2.1,0.4,-9,0,-0.45
"C24H42O7",24,42,7,0,0,0,"aliphatic","aliphatic",0.0244,-1.1667,1.75,0.29,-3,4,-0.125
"C28H42O4",28,42,4,0,0,0,"aliphatic","aliphatic",0.2308,-1.2143,1.5,0.14,4,8,0.1429
"C25H46O6",25,46,6,0,0,0,"aliphatic","aliphatic",0,-1.36,1.84,0.24,-3,3,-0.12
"C26H50O5",26,50,5,0,0,0,"aliphatic","aliphatic",-0.0213,-1.5385,1.92,0.19,-3,2,-0.1154
"C27H54O4",27,54,4,0,0,0,"aliphatic","lipid",-0.04,-1.7037,2,0.15,-3,1,-0.1111
"C19H9O12N1",19,9,12,1,0,0,"condensed aromatic","condensed aromatic",0.75,0.9474,0.47,0.63,3,16,0.1579
"C16H13O12N1S1",16,13,12,1,1,0,"unsaturated/lignin","unsaturated/lignin",0.375,1,0.81,0.75,-3,11,-0.1875
"C16H13O14N1",16,13,14,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.375,1.125,0.81,0.88,-4,11,-0.25
"C17H19O7N1S1P2",17,19,7,1,1,2,"unsaturated/lignin","unsaturated/lignin",0.2632,0,1.12,0.41,-1,10,-0.0588
"C20H13O11N1",20,13,11,1,0,0,"aromatic","aromatic",0.6296,0.6,0.65,0.55,3,15,0.15
"C17H17O11N1S1",17,17,11,1,1,0,"unsaturated/lignin","unsaturated/lignin",0.2632,0.5882,1,0.65,-3,10,-0.1765
"C17H18O11N1P1",17,18,11,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.2632,0.4118,1.06,0.65,-3,10,-0.1765
"C17H17O13N1",17,17,13,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2632,0.7059,1,0.76,-4,10,-0.2353
"C28H13O5N1",28,13,5,1,0,0,"condensed aromatic","condensed aromatic",0.7959,0,0.46,0.18,17,23,0.6071
"C14H22O13N1P1",14,22,13,1,0,1,"aliphatic","aliphatic+N",-0.6364,0.5,1.57,0.93,-10,5,-0.7143
"C21H17O10N1",21,17,10,1,0,0,"aromatic","aromatic",0.5333,0.2857,0.81,0.48,3,14,0.1429
"C18H21O12N1",18,21,12,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1818,0.3333,1.17,0.67,-4,9,-0.2222
"C22H21O9N1",22,21,9,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4545,0,0.95,0.41,3,13,0.1364
"C19H25O11N1",19,25,11,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.12,0,1.32,0.58,-4,8,-0.2105
"C23H26O6N1P1",23,26,6,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.3889,-0.4783,1.13,0.26,4,12,0.1739
"C23H25O8N1",23,25,8,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3889,-0.2609,1.09,0.35,3,12,0.1304
"C17H34O8N1S1P1",17,34,8,1,1,1,"aliphatic","lipid",-0.5,-0.7647,2,0.47,-9,2,-0.5294
"C20H29O10N1",20,29,10,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.0714,-0.3,1.45,0.5,-4,7,-0.2
"C24H30O5N1P1",24,30,5,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.7083,1.25,0.21,4,11,0.1667
"C24H29O7N1",24,29,7,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.5,1.21,0.29,3,11,0.125
"C17H33O12N1",17,33,12,1,0,0,"aliphatic","aliphatic+N",-0.5,-0.3529,1.94,0.71,-11,2,-0.6471
"C21H33O9N1",21,33,9,1,0,0,"aliphatic","aliphatic+N",0.0323,-0.5714,1.57,0.43,-4,6,-0.1905
"C25H34O4N1P1",25,34,4,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.92,1.36,0.16,4,10,0.16
"C26H39O1N1P2",26,39,1,1,0,2,"aliphatic","aliphatic+N",0.2444,-1.3077,1.5,0.04,5,9,0.1923
"C22H37O8N1",22,37,8,1,0,0,"aliphatic","aliphatic+N",0,-0.8182,1.68,0.36,-4,5,-0.1818
"C13H6O12N2P2",13,6,12,2,0,2,"condensed aromatic","condensed aromatic",1,1.8462,0.46,0.92,-3,13,-0.2308
"C19H9O9S1P1",19,9,9,0,1,1,"condensed aromatic","condensed aromatic",0.76,0.5789,0.47,0.47,5,16,0.2632
"C17H4O13N2",17,4,13,2,0,0,"condensed aromatic","condensed aromatic",1,1.6471,0.24,0.76,2,17,0.1176
"C19H8O13",19,8,13,0,0,0,"condensed aromatic","condensed aromatic",0.76,0.9474,0.42,0.68,3,16,0.1579
"C16H12O13S1",16,12,13,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.4118,1,0.75,0.81,-3,11,-0.1875
"C16H13O13P1",16,13,13,0,0,1,"unsaturated/lignin","unsaturated/lignin",0.4118,0.8125,0.81,0.81,-3,11,-0.1875
"C16H12O15",16,12,15,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4118,1.125,0.75,0.94,-4,11,-0.25
"C27H9O5P1",27,9,5,0,0,1,"condensed aromatic","condensed aromatic",0.8723,0.037,0.33,0.19,18,24,0.6667
"C20H12O12",20,12,12,0,0,0,"aromatic","aromatic",0.6429,0.6,0.6,0.6,3,15,0.15
"C31H9O2P1",31,9,2,0,0,1,"condensed aromatic","condensed aromatic",0.8966,-0.1613,0.29,0.06,25,28,0.8065
"C19H13O9N2P1",19,13,9,2,0,1,"aromatic","aromatic",0.6522,0.5789,0.68,0.47,3,15,0.1579
"C17H16O12S1",17,16,12,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.3,0.5882,0.94,0.71,-3,10,-0.1765
"C19H12O11N2",19,12,11,2,0,0,"aromatic","aromatic",0.6522,0.8421,0.63,0.58,2,15,0.1053
"C21H16O9S1",21,16,9,0,1,0,"aromatic","aromatic",0.5484,0.1905,0.76,0.43,4,14,0.1905
"C17H16O14",17,16,14,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3,0.7059,0.94,0.82,-4,10,-0.2353
"C27H14O1N2P2",27,14,1,2,0,2,"condensed aromatic","condensed aromatic",0.8222,-0.2222,0.52,0.04,18,23,0.6667
"C24H18O1N2S1P2",24,18,1,2,1,2,"condensed aromatic","condensed aromatic",0.6757,-0.3333,0.75,0.04,12,18,0.5
"C28H12O6",28,12,6,0,0,0,"condensed aromatic","condensed aromatic",0.8,0,0.43,0.21,17,23,0.6071
"C20H18O6N2P2",20,18,6,2,0,2,"aromatic","aromatic",0.5385,0,0.9,0.3,4,14,0.2
"C14H21O14P1",14,21,14,0,0,1,"aliphatic","aliphatic",-0.5,0.5,1.5,1,-10,5,-0.7143
"C21H16O11",21,16,11,0,0,0,"aromatic","aromatic",0.5484,0.2857,0.76,0.52,3,14,0.1429
"C24H17O3N2S1P1",24,17,3,2,1,1,"condensed aromatic","condensed aromatic",0.6757,-0.125,0.71,0.12,11,18,0.4583
"C20H17O8N2P1",20,17,8,2,0,1,"aromatic","aromatic",0.5385,0.25,0.85,0.4,3,14,0.15
"C18H20O11S1",18,20,11,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2174,0.2222,1.11,0.61,-3,9,-0.1667
"C25H17O6P1",25,17,6,0,0,1,"condensed aromatic","condensed aromatic",0.6667,-0.2,0.68,0.24,11,18,0.44
"C22H21O6S1P1",22,21,6,0,1,1,"unsaturated/lignin","unsaturated/lignin",0.4706,-0.3182,0.95,0.27,5,13,0.2273
"C20H16O10N2",20,16,10,2,0,0,"aromatic","aromatic",0.5385,0.5,0.8,0.5,2,14,0.1
"C24H17O5N2P1",24,17,5,2,0,1,"condensed aromatic","condensed aromatic",0.6757,-0.0417,0.71,0.21,10,18,0.4167
"C18H20O13",18,20,13,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2174,0.3333,1.11,0.72,-4,9,-0.2222
"C29H17O3P1",29,17,3,0,0,1,"condensed aromatic","condensed aromatic",0.7358,-0.3793,0.59,0.1,18,22,0.6207
"C15H24O13S1",15,24,13,0,1,0,"aliphatic","aliphatic",-0.4667,0.2667,1.6,0.87,-10,4,-0.6667
"C21H22O5N2P2",21,22,5,2,0,2,"unsaturated/lignin","unsaturated/lignin",0.4483,-0.2857,1.05,0.24,4,13,0.1905
"C15H25O13P1",15,25,13,0,0,1,"aliphatic","aliphatic",-0.4667,0.0667,1.67,0.87,-10,4,-0.6667
"C22H20O10",22,20,10,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4706,0,0.91,0.45,3,13,0.1364
"C23H26O3S1P2",23,26,3,0,1,2,"unsaturated/lignin","unsaturated/lignin",0.4054,-0.7826,1.13,0.13,6,12,0.2609
"C19H24O10S1",19,24,10,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.1538,-0.1053,1.26,0.53,-3,8,-0.1579
"C16H30O8S1P2",16,30,8,0,1,2,"aliphatic","aliphatic",-0.4444,-0.75,1.88,0.5,-8,3,-0.5
"C14H25O12N2P1",14,25,12,2,0,1,"aliphatic","aliphatic+N",-1,0.3571,1.79,0.86,-11,4,-0.7857
"C16H29O10S1P1",16,29,10,0,1,1,"aliphatic","aliphatic",-0.4444,-0.4375,1.81,0.62,-9,3,-0.5625
"C14H24O14N2",14,24,14,2,0,0,"aliphatic","aliphatic+N",-1,0.7143,1.71,1,-12,4,-0.8571
"C19H24O12",19,24,12,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1538,0,1.26,0.63,-4,8,-0.2105
"C16H28O12S1",16,28,12,0,1,0,"aliphatic","aliphatic",-0.4444,-0.125,1.75,0.75,-10,3,-0.625
"C22H24O6N2S1",22,24,6,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.375,-0.1818,1.09,0.27,3,12,0.1364
"C16H29O12P1",16,29,12,0,0,1,"aliphatic","aliphatic",-0.4444,-0.3125,1.81,0.75,-10,3,-0.625
"C23H24O9",23,24,9,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4054,-0.2609,1.04,0.39,3,12,0.1304
"C20H28O9S1",20,28,9,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.1034,-0.4,1.4,0.45,-3,7,-0.15
"C15H29O11N2P1",15,29,11,2,0,1,"aliphatic","aliphatic+N",-0.8462,-0.0667,1.93,0.73,-11,3,-0.7333
"C15H28O13N2",15,28,13,2,0,0,"aliphatic","aliphatic+N",-0.8462,0.2667,1.87,0.87,-12,3,-0.8
"C20H28O11",20,28,11,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.1034,-0.3,1.4,0.55,-4,7,-0.2
"C23H28O5N2S1",23,28,5,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.3143,-0.4348,1.22,0.22,3,11,0.1304
"C17H33O11P1",17,33,11,0,0,1,"aliphatic","aliphatic",-0.4286,-0.6471,1.94,0.65,-10,2,-0.5882
"C24H28O8",24,28,8,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.35,-0.5,1.17,0.33,3,11,0.125
"C21H32O8S1",21,32,8,0,1,0,"aliphatic","aliphatic",0.0625,-0.6667,1.52,0.38,-3,6,-0.1429
"C18H37O8S1P1",18,37,8,0,1,1,"aliphatic","lipid",-0.4167,-1.0556,2.06,0.44,-9,1,-0.5
"C21H32O10",21,32,10,0,0,0,"aliphatic","aliphatic",0.0625,-0.5714,1.52,0.48,-4,6,-0.1905
"C24H32O4N2S1",24,32,4,2,1,0,"unsaturated/lignin","unsaturated/lignin",0.2632,-0.6667,1.33,0.17,3,10,0.125
"C24H34O2N2P2",24,34,2,2,0,2,"unsaturated/lignin","unsaturated/lignin",0.2632,-1,1.42,0.08,4,10,0.1667
"C25H32O7",25,32,7,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.3023,-0.72,1.28,0.28,3,10,0.12
"C22H36O7S1",22,36,7,0,1,0,"aliphatic","aliphatic",0.0286,-0.9091,1.64,0.32,-3,5,-0.1364
"C22H38O5P2",22,38,5,0,0,2,"aliphatic","aliphatic",0.0286,-1.2727,1.73,0.23,-2,5,-0.0909
"C22H36O9",22,36,9,0,0,0,"aliphatic","aliphatic",0.0286,-0.8182,1.64,0.41,-4,5,-0.1818
"C19H41O9P1",19,41,9,0,0,1,"aliphatic","lipid",-0.4074,-1.2105,2.16,0.47,-10,0,-0.5263
"C26H36O6",26,36,6,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2609,-0.9231,1.38,0.23,3,9,0.1154
"C23H42O4P2",23,42,4,0,0,2,"aliphatic","aliphatic",0,-1.4783,1.83,0.17,-2,4,-0.087
"C23H41O6P1",23,41,6,0,0,1,"aliphatic","aliphatic",0,-1.2609,1.78,0.26,-3,4,-0.1304
"C23H40O8",23,40,8,0,0,0,"aliphatic","aliphatic",0,-1.0435,1.74,0.35,-4,4,-0.1739
"C24H44O7",24,44,7,0,0,0,"aliphatic","aliphatic",-0.0244,-1.25,1.83,0.29,-4,3,-0.1667
"C19H11O10N1S1",19,11,10,1,1,0,"condensed aromatic","condensed aromatic",0.6667,0.7368,0.58,0.53,3,15,0.1579
"C19H11O12N1",19,11,12,1,0,0,"condensed aromatic","condensed aromatic",0.6667,0.8421,0.58,0.63,2,15,0.1053
"C16H15O12N1S1",16,15,12,1,1,0,"unsaturated/lignin","unsaturated/lignin",0.25,0.875,0.94,0.75,-4,10,-0.25
"C16H15O14N1",16,15,14,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.25,1,0.94,0.88,-5,10,-0.3125
"C17H21O7N1S1P2",17,21,7,1,1,2,"unsaturated/lignin","unsaturated/lignin",0.1579,-0.1176,1.24,0.41,-2,9,-0.1176
"C20H15O11N1",20,15,11,1,0,0,"aromatic","aromatic",0.5556,0.5,0.75,0.55,2,14,0.1
"C28H15O3N1S1",28,15,3,1,1,0,"condensed aromatic","condensed aromatic",0.7551,-0.1429,0.54,0.11,17,22,0.6071
"C17H19O13N1",17,19,13,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.1579,0.5882,1.12,0.76,-5,9,-0.2941
"C14H24O13N1P1",14,24,13,1,0,1,"aliphatic","aliphatic+N",-0.8182,0.3571,1.71,0.93,-11,4,-0.7857
"C21H19O10N1",21,19,10,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.4667,0.1905,0.9,0.48,2,13,0.0952
"C18H23O12N1",18,23,12,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.0909,0.2222,1.28,0.67,-5,8,-0.2778
"C22H24O7N1P1",22,24,7,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.3939,-0.3182,1.09,0.32,3,12,0.1364
"C15H28O12N1P1",15,28,12,1,0,1,"aliphatic","aliphatic+N",-0.7143,-0.0667,1.87,0.8,-11,3,-0.7333
"C22H23O9N1",22,23,9,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3939,-0.0909,1.05,0.41,2,12,0.0909
"C19H27O11N1",19,27,11,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.04,-0.1053,1.42,0.58,-5,7,-0.2632
"C23H28O6N1P1",23,28,6,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.5652,1.22,0.26,3,11,0.1304
"C23H27O8N1",23,27,8,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.3333,-0.3478,1.17,0.35,2,11,0.087
"C20H31O10N1",20,31,10,1,0,0,"aliphatic","aliphatic+N",0,-0.4,1.55,0.5,-5,6,-0.25
"C24H31O7N1",24,31,7,1,0,0,"unsaturated/lignin","unsaturated/lignin",0.2821,-0.5833,1.29,0.29,2,10,0.0833
"C17H35O12N1",17,35,12,1,0,0,"aliphatic","lipid",-0.6,-0.4706,2.06,0.71,-12,1,-0.7059
"C25H36O2N1S1P1",25,36,2,1,1,1,"unsaturated/lignin","unsaturated/lignin",0.2381,-1.08,1.44,0.08,4,9,0.16
"C21H35O9N1",21,35,9,1,0,0,"aliphatic","aliphatic+N",-0.0323,-0.6667,1.67,0.43,-5,5,-0.2381
"C25H36O4N1P1",25,36,4,1,0,1,"unsaturated/lignin","unsaturated/lignin",0.2381,-1,1.44,0.16,3,9,0.12
"C25H51O5N1",25,51,5,1,0,0,"aliphatic","lipid",-0.1163,-1.52,2.04,0.2,-5,1,-0.2
"C12H4O11N2S1P2",12,4,11,2,1,2,"condensed aromatic","condensed aromatic",1.6667,2.1667,0.33,0.92,-3,13,-0.25
"C12H4O13N2P2",12,4,13,2,0,2,"condensed aromatic","condensed aromatic",1.6667,2.3333,0.33,1.08,-4,13,-0.3333
"C18H6O12S1",18,6,12,0,1,0,"condensed aromatic","condensed aromatic",0.8182,1.1111,0.33,0.67,3,16,0.1667
"C26H7O4S1P1",26,7,4,0,1,1,"condensed aromatic","condensed aromatic",0.9091,0.1154,0.27,0.15,18,24,0.6923
"C21H7O8N2P1",21,7,8,2,0,1,"condensed aromatic","condensed aromatic",0.9286,0.7143,0.33,0.38,9,20,0.4286
"C19H10O11S1",19,10,11,0,1,0,"condensed aromatic","condensed aromatic",0.68,0.7368,0.53,0.58,3,15,0.1579
"C30H7O1S1P1",30,7,1,0,1,1,"condensed aromatic","condensed aromatic",0.9273,-0.1,0.23,0.03,25,28,0.8333
"C19H12O9P2",19,12,9,0,0,2,"condensed aromatic","condensed aromatic",0.68,0.3158,0.63,0.47,4,15,0.2105
"C15H10O16",15,10,16,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.4286,1.4667,0.67,1.07,-5,11,-0.3333
"C19H10O13",19,10,13,0,0,0,"condensed aromatic","condensed aromatic",0.68,0.8421,0.53,0.68,2,15,0.1053
"C16H14O13S1",16,14,13,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2941,0.875,0.88,0.81,-4,10,-0.25
"C18H10O12N2",18,10,12,2,0,0,"condensed aromatic","condensed aromatic",0.7,1.1111,0.56,0.67,1,15,0.0556
"C19H16O5N2S1P2",19,16,5,2,1,2,"aromatic","aromatic",0.5652,0.1053,0.84,0.26,4,14,0.2105
"C23H10O10",23,10,10,0,0,0,"condensed aromatic","condensed aromatic",0.7778,0.4348,0.43,0.43,9,19,0.3913
"C20H14O10S1",20,14,10,0,1,0,"aromatic","aromatic",0.5714,0.4,0.7,0.5,3,14,0.15
"C16H14O15",16,14,15,0,0,0,"unsaturated/lignin","unsaturated/lignin",0.2941,1,0.88,0.94,-5,10,-0.3125
"C20H14O12",20,14,12,0,0,0,"aromatic","aromatic",0.5714,0.5,0.7,0.6,2,14,0.1
"C31H11O2P1",31,11,2,0,0,1,"condensed aromatic","condensed aromatic",0.8621,-0.2258,0.35,0.06,24,27,0.7742
"C17H18O12S1",17,18,12,0,1,0,"unsaturated/lignin","unsaturated/lignin",0.2,0.4706,1.06,0.71,-4,9,-0.2353
"C21H19O7S1P1",21,19,7,0,1,1,"unsaturated/lignin","unsaturated/lignin",0.4839,-0.1429,0.9,0.33,4,13,0.1905
"C19H14O11N2",19,14,11,2,0,0,"aromatic","aromatic",0.5652,0.7368,0.74,0.58,1,14,0.0526
