formula,region,site,transect,horizon
C28H40O8,WLE,OWC,wc,A
C21H15O14N1,WLE,OWC,upland,A
C21H15O14N1,WLE,OWC,transition,A
C21H15O14N1,WLE,OWC,wte,A
C21H15O14N1,WLE,OWC,transition,B
C22H19O13N1,WLE,OWC,upland,A
C22H19O13N1,WLE,OWC,transition,A
C22H19O13N1,WLE,OWC,wte,A
C22H19O13N1,WLE,OWC,wc,A
C22H19O13N1,WLE,OWC,transition,B
C23H23O12N1,WLE,OWC,upland,A
C23H23O12N1,WLE,OWC,transition,A
C23H23O12N1,WLE,OWC,wte,A
C23H23O12N1,WLE,OWC,wc,A
C23H23O12N1,WLE,OWC,transition,B
C24H27O11N1,WLE,OWC,upland,A
C24H27O11N1,WLE,OWC,transition,A
C24H27O11N1,WLE,OWC,wte,A
C24H27O11N1,WLE,OWC,wc,A
C24H27O11N1,WLE,OWC,transition,B
C25H31O10N1,WLE,OWC,wte,A
C25H31O10N1,WLE,OWC,wc,A
C26H35O9N1,WLE,OWC,wc,A
C21H14O13S1,WLE,OWC,wte,A
C21H14O15,WLE,OWC,upland,A
C21H14O15,WLE,OWC,transition,A
C21H14O15,WLE,OWC,wte,A
C21H14O15,WLE,OWC,wc,A
C21H14O15,WLE,OWC,upland,B
C21H14O15,WLE,OWC,transition,B
C25H14O12,WLE,OWC,upland,A
C25H14O12,WLE,OWC,wte,A
C18H18O17,WLE,OWC,upland,A
C22H18O14,WLE,OWC,upland,A
C22H18O14,WLE,OWC,transition,A
C22H18O14,WLE,OWC,wte,A
C22H18O14,WLE,OWC,wc,A
C22H18O14,WLE,OWC,upland,B
C22H18O14,WLE,OWC,transition,B
C21H18O13N2,WLE,OWC,transition,A
C21H18O13N2,WLE,OWC,wte,A
C19H22O16,WLE,OWC,upland,A
C19H22O16,WLE,OWC,transition,A
C19H22O16,WLE,OWC,wte,A
C23H22O13,WLE,OWC,upland,A
C23H22O13,WLE,OWC,transition,A
C23H22O13,WLE,OWC,wte,A
C23H22O13,WLE,OWC,wc,A
C23H22O13,WLE,OWC,upland,B
C23H22O13,WLE,OWC,transition,B
C20H26O15,WLE,OWC,upland,A
C20H26O15,WLE,OWC,transition,A
C25H30O11,WLE,OWC,upland,A
C25H30O11,WLE,OWC,transition,A
C25H30O11,WLE,OWC,wte,A
C25H30O11,WLE,OWC,wc,A
C25H30O11,WLE,OWC,upland,B
C25H30O11,WLE,OWC,transition,B
C26H34O10,WLE,OWC,upland,A
C26H34O10,WLE,OWC,transition,A
C26H34O10,WLE,OWC,wte,A
C26H34O10,WLE,OWC,wc,A
C26H34O10,WLE,OWC,upland,B
C26H34O10,WLE,OWC,transition,B
C27H38O9,WLE,OWC,upland,A
C27H38O9,WLE,OWC,transition,A
C27H38O9,WLE,OWC,wte,A
C27H38O9,WLE,OWC,wc,A
C28H42O8,WLE,OWC,wte,A
C28H42O8,WLE,OWC,wc,A
C28H58O5S1,WLE,OWC,upland,A
C28H58O5S1,WLE,OWC,transition,A
C28H58O5S1,WLE,OWC,wte,A
C28H58O5S1,WLE,OWC,wc,A
C20H13O15N1,WLE,OWC,upland,A
C24H13O12N1,WLE,OWC,wte,A
C21H17O14N1,WLE,OWC,upland,A
C21H17O14N1,WLE,OWC,transition,A
C21H17O14N1,WLE,OWC,wte,A
C21H17O14N1,WLE,OWC,wc,A
C21H17O14N1,WLE,OWC,transition,B
C22H21O13N1,WLE,OWC,upland,A
C22H21O13N1,WLE,OWC,transition,A
C22H21O13N1,WLE,OWC,wte,A
C22H21O13N1,WLE,OWC,wc,A
C22H21O13N1,WLE,OWC,upland,B
C22H21O13N1,WLE,OWC,transition,B
C23H25O12N1,WLE,OWC,upland,A
C23H25O12N1,WLE,OWC,transition,A
C23H25O12N1,WLE,OWC,wte,A
C23H25O12N1,WLE,OWC,wc,A
C23H25O12N1,WLE,OWC,upland,B
C23H25O12N1,WLE,OWC,transition,B
C24H29O11N1,WLE,OWC,upland,A
C24H29O11N1,WLE,OWC,transition,A
C24H29O11N1,WLE,OWC,wte,A
C24H29O11N1,WLE,OWC,wc,A
C24H29O11N1,WLE,OWC,transition,B
C25H33O10N1,WLE,OWC,transition,A
C25H33O10N1,WLE,OWC,wte,A
C25H33O10N1,WLE,OWC,wc,A
C26H37O9N1,WLE,OWC,wc,A
C20H12O16,WLE,OWC,upland,A
C20H12O16,WLE,OWC,transition,A
C20H12O16,WLE,OWC,wte,A
C24H12O13,WLE,OWC,upland,A
C24H12O13,WLE,OWC,transition,A
C24H12O13,WLE,OWC,wte,A
C24H12O13,WLE,OWC,wc,A
C21H16O13S1,WLE,OWC,wte,A
C21H16O15,WLE,OWC,upland,A
C21H16O15,WLE,OWC,transition,A
C21H16O15,WLE,OWC,wte,A
C21H16O15,WLE,OWC,wc,A
C21H16O15,WLE,OWC,upland,B
C21H16O15,WLE,OWC,transition,B
C25H16O12,WLE,OWC,upland,A
C25H16O12,WLE,OWC,transition,A
C25H16O12,WLE,OWC,wte,A
C25H16O12,WLE,OWC,wc,A
C22H20O14,WLE,OWC,upland,A
C22H20O14,WLE,OWC,transition,A
C22H20O14,WLE,OWC,wte,A
C22H20O14,WLE,OWC,wc,A
C22H20O14,WLE,OWC,upland,B
C22H20O14,WLE,OWC,transition,B
C21H20O13N2,WLE,OWC,transition,A
C21H20O13N2,WLE,OWC,wte,A
C21H20O13N2,WLE,OWC,upland,B
C23H24O13,WLE,OWC,upland,A
C23H24O13,WLE,OWC,transition,A
C23H24O13,WLE,OWC,wte,A
C23H24O13,WLE,OWC,wc,A
C23H24O13,WLE,OWC,upland,B
C23H24O13,WLE,OWC,transition,B
C22H24O12N2,WLE,OWC,wte,A
C24H28O12,WLE,OWC,upland,A
C24H28O12,WLE,OWC,transition,A
C24H28O12,WLE,OWC,wte,A
C24H28O12,WLE,OWC,wc,A
C24H28O12,WLE,OWC,upland,B
C24H28O12,WLE,OWC,transition,B
C26H37O8P1,WLE,OWC,wte,A
C26H37O8P1,WLE,OWC,wc,A
C27H41O7P1,WLE,OWC,wte,A
C27H41O7P1,WLE,OWC,wc,A
C20H15O15N1,WLE,OWC,upland,A
C20H15O15N1,WLE,OWC,transition,A
C20H15O15N1,WLE,OWC,wte,A
C24H15O12N1,WLE,OWC,wte,A
C24H15O12N1,WLE,OWC,wc,A
C21H19O14N1,WLE,OWC,upland,A
C21H19O14N1,WLE,OWC,transition,A
C21H19O14N1,WLE,OWC,wte,A
C21H19O14N1,WLE,OWC,wc,A
C21H19O14N1,WLE,OWC,transition,B
C22H23O13N1,WLE,OWC,upland,A
C22H23O13N1,WLE,OWC,transition,A
C22H23O13N1,WLE,OWC,wte,A
C22H23O13N1,WLE,OWC,wc,A
C22H23O13N1,WLE,OWC,upland,B
C22H23O13N1,WLE,OWC,transition,B
C23H27O12N1,WLE,OWC,upland,A
C23H27O12N1,WLE,OWC,transition,A
C23H27O12N1,WLE,OWC,wte,A
C23H27O12N1,WLE,OWC,wc,A
C23H27O12N1,WLE,OWC,transition,B
C23H10O14,WLE,OWC,upland,A
C23H10O14,WLE,OWC,transition,A
C23H10O14,WLE,OWC,wte,A
C20H14O16,WLE,OWC,upland,A
C20H14O16,WLE,OWC,transition,A
C20H14O16,WLE,OWC,wte,A
C20H14O16,WLE,OWC,transition,B
C24H14O13,WLE,OWC,upland,A
C24H14O13,WLE,OWC,transition,A
C24H14O13,WLE,OWC,wte,A
C24H14O13,WLE,OWC,wc,A
C24H14O13,WLE,OWC,transition,B
C21H18O15,WLE,OWC,upland,A
C21H18O15,WLE,OWC,transition,A
C21H18O15,WLE,OWC,wte,A
C21H18O15,WLE,OWC,wc,A
C21H18O15,WLE,OWC,upland,B
C21H18O15,WLE,OWC,transition,B
C25H18O12,WLE,OWC,upland,A
C25H18O12,WLE,OWC,transition,A
C25H18O12,WLE,OWC,wte,A
C25H18O12,WLE,OWC,wc,A
C22H22O14,WLE,OWC,upland,A
C22H22O14,WLE,OWC,transition,A
C22H22O14,WLE,OWC,wte,A
C22H22O14,WLE,OWC,wc,A
C22H22O14,WLE,OWC,upland,B
C22H22O14,WLE,OWC,transition,B
C26H22O11,WLE,OWC,wte,A
C26H22O11,WLE,OWC,wc,A
C23H26O13,WLE,OWC,upland,A
C23H26O13,WLE,OWC,transition,A
C23H26O13,WLE,OWC,wte,A
C23H26O13,WLE,OWC,wc,A
C23H26O13,WLE,OWC,upland,B
C23H26O13,WLE,OWC,transition,B
C24H30O12,WLE,OWC,upland,A
C24H30O12,WLE,OWC,transition,A
C24H30O12,WLE,OWC,wte,A
C24H30O12,WLE,OWC,wc,A
C24H30O12,WLE,OWC,upland,B
C24H30O12,WLE,OWC,transition,B
C23H13O13N1,WLE,OWC,upland,A
C23H13O13N1,WLE,OWC,transition,A
C23H13O13N1,WLE,OWC,wte,A
C20H17O15N1,WLE,OWC,upland,A
C20H17O15N1,WLE,OWC,transition,A
C20H17O15N1,WLE,OWC,wte,A
C24H17O12N1,WLE,OWC,upland,A
C24H17O12N1,WLE,OWC,transition,A
C24H17O12N1,WLE,OWC,wte,A
C24H17O12N1,WLE,OWC,wc,A
C21H21O14N1,WLE,OWC,upland,A
C21H21O14N1,WLE,OWC,transition,A
C21H21O14N1,WLE,OWC,wte,A
C21H21O14N1,WLE,OWC,wc,A
C21H21O14N1,WLE,OWC,upland,B
C21H21O14N1,WLE,OWC,transition,B
C25H21O11N1,WLE,OWC,wte,A
C25H37O10N1,WLE,OWC,upland,A
C25H37O10N1,WLE,OWC,transition,A
C25H37O10N1,WLE,OWC,wte,A
C25H37O10N1,WLE,OWC,wc,A
C26H41O9N1,WLE,OWC,wc,A
C23H12O14,WLE,OWC,upland,A
C23H12O14,WLE,OWC,transition,A
C23H12O14,WLE,OWC,wte,A
C20H16O16,WLE,OWC,upland,A
C20H16O16,WLE,OWC,transition,A
C20H16O16,WLE,OWC,wte,A
C20H16O16,WLE,OWC,upland,B
C20H16O16,WLE,OWC,transition,B
C24H16O13,WLE,OWC,upland,A
C24H16O13,WLE,OWC,transition,A
C24H16O13,WLE,OWC,wte,A
C24H16O13,WLE,OWC,wc,A
C24H16O13,WLE,OWC,transition,B
C21H20O15,WLE,OWC,upland,A
C21H20O15,WLE,OWC,transition,A
C21H20O15,WLE,OWC,wte,A
C21H20O15,WLE,OWC,wc,A
C21H20O15,WLE,OWC,upland,B
C21H20O15,WLE,OWC,transition,B
C25H20O12,WLE,OWC,upland,A
C25H20O12,WLE,OWC,transition,A
C25H20O12,WLE,OWC,wte,A
C26H24O11,WLE,OWC,upland,A
C26H24O11,WLE,OWC,transition,A
C26H24O11,WLE,OWC,wte,A
C23H28O13,WLE,OWC,upland,A
C23H28O13,WLE,OWC,transition,A
C23H28O13,WLE,OWC,wte,A
C23H28O13,WLE,OWC,wc,A
C23H28O13,WLE,OWC,upland,B
C23H28O13,WLE,OWC,transition,B
C27H28O10,WLE,OWC,wte,A
C23H15O13N1,WLE,OWC,upland,A
C23H15O13N1,WLE,OWC,transition,A
C23H15O13N1,WLE,OWC,wte,A
C23H15O13N1,WLE,OWC,wc,A
C24H19O12N1,WLE,OWC,upland,A
C24H19O12N1,WLE,OWC,transition,A
C24H19O12N1,WLE,OWC,wte,A
C24H19O12N1,WLE,OWC,wc,A
C25H23O11N1,WLE,OWC,wte,A
C16H37O11N1S1P2,WLE,OWC,upland,A
C16H37O11N1S1P2,WLE,OWC,transition,A
C16H37O11N1S1P2,WLE,OWC,wte,A
C16H37O11N1S1P2,WLE,OWC,upland,B
C22H10O15,WLE,OWC,transition,A
C19H14O17,WLE,OWC,upland,A
C19H14O17,WLE,OWC,transition,A
C23H14O14,WLE,OWC,upland,A
C23H14O14,WLE,OWC,transition,A
C23H14O14,WLE,OWC,wte,A
C23H14O14,WLE,OWC,wc,A
C23H14O14,WLE,OWC,transition,B
C22H14O13N2,WLE,OWC,wte,A
C20H18O16,WLE,OWC,upland,A
C20H18O16,WLE,OWC,transition,A
C20H18O16,WLE,OWC,wte,A
C20H18O16,WLE,OWC,upland,B
C20H18O16,WLE,OWC,transition,B
C24H18O13,WLE,OWC,upland,A
C24H18O13,WLE,OWC,transition,A
C24H18O13,WLE,OWC,wte,A
C24H18O13,WLE,OWC,wc,A
C24H18O13,WLE,OWC,upland,B
C24H18O13,WLE,OWC,transition,B
C23H18O12N2,WLE,OWC,transition,A
C23H18O12N2,WLE,OWC,wte,A
C24H24O5N2S1P2,WLE,OWC,upland,A
C21H22O15,WLE,OWC,upland,A
C21H22O15,WLE,OWC,transition,A
C21H22O15,WLE,OWC,wte,A
C21H22O15,WLE,OWC,wc,A
C21H22O15,WLE,OWC,upland,B
C21H22O15,WLE,OWC,transition,B
C22H27O12P1,WLE,OWC,upland,A
C22H27O12P1,WLE,OWC,transition,A
C22H27O12P1,WLE,OWC,wte,A
C22H27O12P1,WLE,OWC,wc,A
C22H27O12P1,WLE,OWC,upland,B
C22H26O14,WLE,OWC,upland,A
C22H26O14,WLE,OWC,transition,A
C22H26O14,WLE,OWC,wte,A
C22H26O14,WLE,OWC,wc,A
C22H26O14,WLE,OWC,upland,B
C22H26O14,WLE,OWC,transition,B
C26H26O11,WLE,OWC,upland,A
C26H26O11,WLE,OWC,transition,A
C26H26O11,WLE,OWC,wte,A
C26H26O11,WLE,OWC,wc,A
C26H26O11,WLE,OWC,upland,B
C27H30O10,WLE,OWC,upland,A
C27H30O10,WLE,OWC,transition,A
C27H30O10,WLE,OWC,wte,A
C27H30O10,WLE,OWC,wc,A
C27H30O10,WLE,OWC,upland,B
C28H34O9,WLE,OWC,wte,A
C28H34O9,WLE,OWC,wc,A
C29H38O8,WLE,OWC,wc,A
C26H43O8P1,WLE,OWC,transition,A
C26H43O8P1,WLE,OWC,wte,A
C26H43O8P1,WLE,OWC,wc,A
C22H13O14N1,WLE,OWC,upland,A
C22H13O14N1,WLE,OWC,transition,A
C22H13O14N1,WLE,OWC,wte,A
C16H23O12N1S1P2,WLE,OWC,upland,A
C16H23O12N1S1P2,WLE,OWC,transition,A
C16H23O12N1S1P2,WLE,OWC,wte,A
C34H15O1N1P2,WLE,OWC,upland,A
C34H15O1N1P2,WLE,OWC,transition,A
C34H15O1N1P2,WLE,OWC,wte,A
C23H17O13N1,WLE,OWC,upland,A
C23H17O13N1,WLE,OWC,transition,A
C23H17O13N1,WLE,OWC,wte,A
C23H17O13N1,WLE,OWC,wc,A
C23H17O13N1,WLE,OWC,transition,B
C17H27O11N1S1P2,WLE,OWC,upland,A
C17H27O11N1S1P2,WLE,OWC,transition,A
C17H27O11N1S1P2,WLE,OWC,wte,A
C20H21O15N1,WLE,OWC,upland,A
C20H21O15N1,WLE,OWC,transition,A
C20H21O15N1,WLE,OWC,wte,A
C14H31O13N1S1P2,WLE,OWC,upland,A
C14H31O13N1S1P2,WLE,OWC,transition,A
C14H31O13N1S1P2,WLE,OWC,wte,A
C14H31O13N1S1P2,WLE,OWC,upland,B
C24H21O12N1,WLE,OWC,upland,A
C24H21O12N1,WLE,OWC,transition,A
C24H21O12N1,WLE,OWC,wte,A
C24H21O12N1,WLE,OWC,wc,A
C21H25O14N1,WLE,OWC,upland,A
C21H25O14N1,WLE,OWC,transition,A
C21H25O14N1,WLE,OWC,wte,A
C21H25O14N1,WLE,OWC,wc,A
C21H25O14N1,WLE,OWC,upland,B
C15H35O12N1S1P2,WLE,OWC,upland,A
C15H35O12N1S1P2,WLE,OWC,transition,A
C15H35O12N1S1P2,WLE,OWC,wte,A
C15H35O12N1S1P2,WLE,OWC,upland,B
C25H25O11N1,WLE,OWC,wte,A
C22H12O15,WLE,OWC,upland,A
C22H12O15,WLE,OWC,transition,A
C22H12O15,WLE,OWC,wte,A
C19H16O17,WLE,OWC,upland,A
C19H16O17,WLE,OWC,transition,A
C19H16O17,WLE,OWC,wte,A
C23H16O14,WLE,OWC,upland,A
C23H16O14,WLE,OWC,transition,A
C23H16O14,WLE,OWC,wte,A
C23H16O14,WLE,OWC,wc,A
C23H16O14,WLE,OWC,upland,B
C23H16O14,WLE,OWC,transition,B
C22H16O13N2,WLE,OWC,transition,A
C22H16O13N2,WLE,OWC,wte,A
C20H20O16,WLE,OWC,upland,A
C20H20O16,WLE,OWC,transition,A
C20H20O16,WLE,OWC,wte,A
C20H20O16,WLE,OWC,upland,B
C20H20O16,WLE,OWC,transition,B
C24H20O13,WLE,OWC,upland,A
C24H20O13,WLE,OWC,transition,A
C24H20O13,WLE,OWC,wte,A
C24H20O13,WLE,OWC,wc,A
C24H20O13,WLE,OWC,upland,B
C24H20O13,WLE,OWC,transition,B
C23H20O12N2,WLE,OWC,transition,A
C23H20O12N2,WLE,OWC,wte,A
C24H26O5N2S1P2,WLE,OWC,upland,A
C24H26O5N2S1P2,WLE,OWC,wc,A
C24H26O5N2S1P2,WLE,OWC,upland,B
C24H26O5N2S1P2,WLE,OWC,transition,B
C25H24O12,WLE,OWC,upland,A
C25H24O12,WLE,OWC,transition,A
C25H24O12,WLE,OWC,wte,A
C25H24O12,WLE,OWC,wc,A
C25H24O12,WLE,OWC,upland,B
C25H24O12,WLE,OWC,transition,B
C22H28O14,WLE,OWC,upland,A
C22H28O14,WLE,OWC,transition,A
C22H28O14,WLE,OWC,wte,A
C22H28O14,WLE,OWC,wc,A
C22H28O14,WLE,OWC,upland,B
C22H28O14,WLE,OWC,transition,B
C26H28O11,WLE,OWC,upland,A
C26H28O11,WLE,OWC,transition,A
C26H28O11,WLE,OWC,wte,A
C26H28O11,WLE,OWC,wc,A
C26H28O11,WLE,OWC,upland,B
C26H28O11,WLE,OWC,transition,B
C23H32O11S1,WLE,OWC,wc,A
C34H28O5,WLE,OWC,upland,A
C34H28O5,WLE,OWC,transition,A
C34H28O5,WLE,OWC,wte,A
C34H28O5,WLE,OWC,wc,A
C27H32O10,WLE,OWC,upland,A
C27H32O10,WLE,OWC,transition,A
C27H32O10,WLE,OWC,wte,A
C27H32O10,WLE,OWC,wc,A
C27H32O10,WLE,OWC,upland,B
C27H32O10,WLE,OWC,transition,B
C28H36O9,WLE,OWC,upland,A
C28H36O9,WLE,OWC,transition,A
C28H36O9,WLE,OWC,wte,A
C28H36O9,WLE,OWC,wc,A
C28H36O9,WLE,OWC,upland,B
C22H15O14N1,WLE,OWC,upland,A
C22H15O14N1,WLE,OWC,transition,A
C22H15O14N1,WLE,OWC,wte,A
C22H15O14N1,WLE,OWC,transition,B
C16H25O12N1S1P2,WLE,OWC,upland,A
C16H25O12N1S1P2,WLE,OWC,transition,A
C16H25O12N1S1P2,WLE,OWC,wte,A
C34H17O1N1P2,WLE,OWC,upland,A
C34H17O1N1P2,WLE,OWC,transition,A
C23H19O13N1,WLE,OWC,upland,A
C23H19O13N1,WLE,OWC,transition,A
C23H19O13N1,WLE,OWC,wte,A
C23H19O13N1,WLE,OWC,wc,A
C23H19O13N1,WLE,OWC,transition,B
C20H23O15N1,WLE,OWC,upland,A
C25H27O11N1,WLE,OWC,wte,A
C25H27O11N1,WLE,OWC,wc,A
C22H14O15,WLE,OWC,upland,A
C22H14O15,WLE,OWC,transition,A
C22H14O15,WLE,OWC,wte,A
C22H14O15,WLE,OWC,wc,A
C22H14O15,WLE,OWC,upland,B
C22H14O15,WLE,OWC,transition,B
C19H18O17,WLE,OWC,upland,A
C19H18O17,WLE,OWC,transition,A
C19H18O17,WLE,OWC,wte,A
C23H18O14,WLE,OWC,upland,A
C23H18O14,WLE,OWC,transition,A
C23H18O14,WLE,OWC,wte,A
C23H18O14,WLE,OWC,wc,A
C23H18O14,WLE,OWC,upland,B
C23H18O14,WLE,OWC,transition,B
C22H18O13N2,WLE,OWC,upland,A
C22H18O13N2,WLE,OWC,transition,A
C22H18O13N2,WLE,OWC,wte,A
C20H22O16,WLE,OWC,upland,A
C20H22O16,WLE,OWC,transition,A
C20H22O16,WLE,OWC,wte,A
C20H22O16,WLE,OWC,upland,B
C20H22O16,WLE,OWC,transition,B
C21H26O15,WLE,OWC,upland,A
C21H26O15,WLE,OWC,transition,A
C21H26O15,WLE,OWC,wte,A
C21H26O15,WLE,OWC,upland,B
C21H26O15,WLE,OWC,transition,B
C25H26O12,WLE,OWC,upland,A
C25H26O12,WLE,OWC,transition,A
C25H26O12,WLE,OWC,wte,A
C25H26O12,WLE,OWC,wc,A
C25H26O12,WLE,OWC,upland,B
C25H26O12,WLE,OWC,transition,B
C27H34O10,WLE,OWC,upland,A
C27H34O10,WLE,OWC,transition,A
C27H34O10,WLE,OWC,wte,A
C27H34O10,WLE,OWC,wc,A
C27H34O10,WLE,OWC,upland,B
C27H34O10,WLE,OWC,transition,B
C28H38O9,WLE,OWC,upland,A
C28H38O9,WLE,OWC,transition,A
C28H38O9,WLE,OWC,wte,A
C28H38O9,WLE,OWC,wc,A
C29H42O8,WLE,OWC,wte,A
C29H42O8,WLE,OWC,wc,A
C21H13O15N1,WLE,OWC,upland,A
C21H13O15N1,WLE,OWC,transition,A
C15H23O13N1S1P2,WLE,OWC,upland,A
C15H23O13N1S1P2,WLE,OWC,transition,A
C15H23O13N1S1P2,WLE,OWC,wte,A
C22H17O14N1,WLE,OWC,upland,A
C22H17O14N1,WLE,OWC,transition,A
C22H17O14N1,WLE,OWC,wte,A
C22H17O14N1,WLE,OWC,wc,A
C22H17O14N1,WLE,OWC,transition,B
C23H21O13N1,WLE,OWC,upland,A
C23H21O13N1,WLE,OWC,transition,A
C23H21O13N1,WLE,OWC,wte,A
C23H21O13N1,WLE,OWC,wc,A
C23H21O13N1,WLE,OWC,transition,B
C20H25O15N1,WLE,OWC,upland,A
C24H25O12N1,WLE,OWC,upland,A
C24H25O12N1,WLE,OWC,transition,A
C24H25O12N1,WLE,OWC,wte,A
C24H25O12N1,WLE,OWC,wc,A
C25H29O11N1,WLE,OWC,transition,A
C25H29O11N1,WLE,OWC,wte,A
C25H29O11N1,WLE,OWC,wc,A
C26H33O10N1,WLE,OWC,wc,A
C21H12O16,WLE,OWC,upland,A
C21H12O16,WLE,OWC,transition,A
C21H12O16,WLE,OWC,wte,A
C25H12O13,WLE,OWC,wte,A
C22H16O15,WLE,OWC,upland,A
C22H16O15,WLE,OWC,transition,A
C22H16O15,WLE,OWC,wte,A
C22H16O15,WLE,OWC,wc,A
C22H16O15,WLE,OWC,upland,B
C22H16O15,WLE,OWC,transition,B
C19H20O17,WLE,OWC,upland,A
C19H20O17,WLE,OWC,transition,A
C23H20O14,WLE,OWC,upland,A
C23H20O14,WLE,OWC,transition,A
C23H20O14,WLE,OWC,wte,A
C23H20O14,WLE,OWC,wc,A
C23H20O14,WLE,OWC,upland,B
C23H20O14,WLE,OWC,transition,B
C22H20O13N2,WLE,OWC,transition,A
C22H20O13N2,WLE,OWC,wte,A
C20H24O16,WLE,OWC,upland,A
C20H24O16,WLE,OWC,transition,A
C20H24O16,WLE,OWC,wte,A
C21H28O15,WLE,OWC,upland,A
C25H28O12,WLE,OWC,upland,A
C25H28O12,WLE,OWC,transition,A
C25H28O12,WLE,OWC,wte,A
C25H28O12,WLE,OWC,wc,A
C25H28O12,WLE,OWC,upland,B
C25H28O12,WLE,OWC,transition,B
C26H33O9P1,WLE,OWC,wte,A
C26H33O9P1,WLE,OWC,wc,A
C26H32O11,WLE,OWC,upland,A
C26H32O11,WLE,OWC,transition,A
C26H32O11,WLE,OWC,wte,A
C26H32O11,WLE,OWC,wc,A
C26H32O11,WLE,OWC,upland,B
C26H32O11,WLE,OWC,transition,B
C27H36O10,WLE,OWC,upland,A
C27H36O10,WLE,OWC,transition,A
C27H36O10,WLE,OWC,wte,A
C27H36O10,WLE,OWC,wc,A
C27H36O10,WLE,OWC,upland,B
C27H36O10,WLE,OWC,transition,B
C28H41O7P1,WLE,OWC,wte,A
C28H41O7P1,WLE,OWC,wc,A
C28H40O9,WLE,OWC,upland,A
C28H40O9,WLE,OWC,transition,A
C28H40O9,WLE,OWC,wte,A
C28H40O9,WLE,OWC,wc,A
C29H45O6P1,WLE,OWC,wc,A
C21H15O15N1,WLE,OWC,upland,A
C21H15O15N1,WLE,OWC,transition,A
C21H15O15N1,WLE,OWC,wte,A
C25H15O12N1,WLE,OWC,wte,A
C22H19O14N1,WLE,OWC,upland,A
C22H19O14N1,WLE,OWC,transition,A
C22H19O14N1,WLE,OWC,wte,A
C22H19O14N1,WLE,OWC,wc,A
C22H19O14N1,WLE,OWC,transition,B
C23H23O13N1,WLE,OWC,upland,A
C23H23O13N1,WLE,OWC,transition,A
C23H23O13N1,WLE,OWC,wte,A
C23H23O13N1,WLE,OWC,wc,A
C23H23O13N1,WLE,OWC,upland,B
C23H23O13N1,WLE,OWC,transition,B
C26H35O10N1,WLE,OWC,wte,A
C26H35O10N1,WLE,OWC,wc,A
C21H14O16,WLE,OWC,upland,A
C21H14O16,WLE,OWC,transition,A
C21H14O16,WLE,OWC,wte,A
C21H14O16,WLE,OWC,transition,B
C25H14O13,WLE,OWC,upland,A
C25H14O13,WLE,OWC,transition,A
C25H14O13,WLE,OWC,wte,A
C25H14O13,WLE,OWC,wc,A
C22H18O15,WLE,OWC,upland,A
C22H18O15,WLE,OWC,transition,A
C22H18O15,WLE,OWC,wte,A
C22H18O15,WLE,OWC,wc,A
C22H18O15,WLE,OWC,upland,B
C22H18O15,WLE,OWC,transition,B
C21H18O14N2,WLE,OWC,transition,A
C23H22O14,WLE,OWC,upland,A
C23H22O14,WLE,OWC,transition,A
C23H22O14,WLE,OWC,wte,A
C23H22O14,WLE,OWC,wc,A
C23H22O14,WLE,OWC,upland,B
C23H22O14,WLE,OWC,transition,B
C22H22O13N2,WLE,OWC,transition,A
C22H22O13N2,WLE,OWC,wte,A
C27H28O3N2S1P2,WLE,OWC,wc,A
C24H26O13,WLE,OWC,upland,A
C24H26O13,WLE,OWC,transition,A
C24H26O13,WLE,OWC,wte,A
C24H26O13,WLE,OWC,wc,A
C24H26O13,WLE,OWC,upland,B
C24H26O13,WLE,OWC,transition,B
C23H26O12N2,WLE,OWC,wte,A
C25H30O12,WLE,OWC,upland,A
C25H30O12,WLE,OWC,transition,A
C25H30O12,WLE,OWC,wte,A
C25H30O12,WLE,OWC,wc,A
C25H30O12,WLE,OWC,upland,B
C25H30O12,WLE,OWC,transition,B
C26H35O9P1,WLE,OWC,upland,A
C26H35O9P1,WLE,OWC,wte,A
C26H35O9P1,WLE,OWC,wc,A
C27H39O8P1,WLE,OWC,wte,A
C27H39O8P1,WLE,OWC,wc,A
C28H43O7P1,WLE,OWC,upland,A
C28H43O7P1,WLE,OWC,transition,A
C28H43O7P1,WLE,OWC,wte,A
C28H43O7P1,WLE,OWC,wc,A
C24H13O13N1,WLE,OWC,transition,A
C24H13O13N1,WLE,OWC,wte,A
C21H17O15N1,WLE,OWC,upland,A
C21H17O15N1,WLE,OWC,transition,A
C21H17O15N1,WLE,OWC,wte,A
C15H27O13N1S1P2,WLE,OWC,upland,A
C15H27O13N1S1P2,WLE,OWC,transition,A
C15H27O13N1S1P2,WLE,OWC,wte,A
C15H27O13N1S1P2,WLE,OWC,upland,B
C25H17O12N1,WLE,OWC,wte,A
C25H17O12N1,WLE,OWC,wc,A
C22H21O14N1,WLE,OWC,upland,A
C22H21O14N1,WLE,OWC,transition,A
C22H21O14N1,WLE,OWC,wte,A
C22H21O14N1,WLE,OWC,wc,A
C22H21O14N1,WLE,OWC,upland,B
C22H21O14N1,WLE,OWC,transition,B
C16H31O12N1S1P2,WLE,OWC,upland,A
C16H31O12N1S1P2,WLE,OWC,transition,A
C16H31O12N1S1P2,WLE,OWC,wte,A
C16H31O12N1S1P2,WLE,OWC,wc,A
C16H31O12N1S1P2,WLE,OWC,upland,B
C16H31O12N1S1P2,WLE,OWC,transition,B
C23H25O13N1,WLE,OWC,upland,A
C23H25O13N1,WLE,OWC,transition,A
